adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count
False,/weaXSw603bJEJtBqote0dNCQMOi.jpg,[27],1085255,en,Kutukan Cakar Monyet,"A greedy husband and wife use a monkey claw amulet given by a shaman so they can get rich quickly. But apparently, they had crossed the line that made so many victims around them.",1.915,/cpQ36AK5hLcKeJekXymG5TknDTc.jpg,2023-04-06,Kutukan Cakar Monyet,False,3.5,1
False,,"[10770, 53]",1085043,en,Murder at Blackthorne Manor,A murder mystery party turns into a real-life whodunit after the owner of the historic Blackthorne Manor is found dead.,0.6,/eCXe33NkYek5FlqJGOj3Tmw8mDe.jpg,2023-04-06,Murder at Blackthorne Manor,False,0,0
False,,"[35, 28]",1081330,th,เสือเผ่น ๑,"""Cheetah"" and ""Teacher Cup"" 2 young men who have very different paths. Destiny brought him into the gambling industry. Online until being seriously attacked ""Teacher Cup"", a young, honest teacher who tries to open a gray capital group “It's impossible to be a hero in clothes. but in doing good deeds and protecting good people.”",1.218,/tkSpBueKmUnWDxamaXftriRolxv.jpg,2023-04-06,Tiger Running,False,1,1
False,/A2yG1bavSoUahq0vCgwzrb6YRWj.jpg,[18],1075010,en,The Red Shoes: Next Step,"Sam is a gifted young dancer whose world spirals after an unexpected, life-changing event. ​Sam walks away from dancing and ballet, ​but the art form is in her blood, and she can’t resist the temptation to return. ​Life eventually leads Sam back to her old dance school – but not as a dancer. An​ old rival, a long-time crush, and her former dance teacher guide Sam back to​ what she loves most, but ultimately, it’s her own emotions and fears that she must confront to reignite her deep passion for dance.",1.412,/5Yu4m1TWS14Fz7OUASep2qwmvd5.jpg,2023-04-06,The Red Shoes: Next Step,False,0,0
False,,"[28, 35]",1072337,th,อาตมาฟ้าผ่า,"The story of Phra Jued (Oat), a monk with a strange destiny Had to run away from the lightning in a chaotic manner because he had to bind the karma together with the shaman named Pak Pao (Pop) in his previous life. What kind of karma did the puffer do? All karmic results are pushed down to the Buddha image. In addition, the puffer doctor pushed to swear by the lightning. in order to appease the girl who herself flirts again The fresh monk was struck by a cross and struck by lightning as well. Therefore hurried to stop the puffer doctor in order to save himself from death. But the puffer doctor didn't believe it. The chaotic story of the two of them happened. Both the monks and shamans had to run away from the lightning in chaos. Will this mission of Phra Dued be successful or not? will survive from being struck by lightning or not, can be tracked in my lightning ego.",1.537,/zxRt3S43UT9k7gezX1GUXhPiwUE.jpg,2023-04-06,Thunder Monk,False,5.5,2
False,,[],1072336,th,มาลัยใจแตก,Plot Unknown,1.095,,2023-04-06,มาลัยใจแตก,False,0,0
False,/A0o5gGHzumZMmDLQFCPNCV5uXqw.jpg,[18],1070784,it,Mia,,1.654,/tIN9udcfBYbJWPCMuIxOTHzVo1k.jpg,2023-04-06,Mia,False,7.8,10
False,/sMBg2jaZy5IAwfnhfADIToJpf8c.jpg,"[80, 35]",1066849,de,Der Bestatter - Der Film,,0.639,/jjWuiIUupNVYDWxaPIHqhXsj42s.jpg,2023-04-06,Der Bestatter - Der Film,False,0,0
False,/2UkNHNL7tyngBBvsrpnOGARQvUm.jpg,"[28, 53]",1064178,en,Hunt Club,"Follows a group of male hunters who regularly lure women to their island with the chance to win 100K in a hunt, only to discover that they are the hunted, but this time they mess with the wrong girls and must deal with the consequences.",1.9,/2H5XxO3lmMZdpdRUlzJpwKTtMjW.jpg,2023-04-06,Hunt Club,False,5,1
False,,[],1056318,en,MLW Presents War Chamber,Major League Wrestling War Chamber,1.389,,2023-04-06,MLW Presents War Chamber,True,0,0
False,,[18],1053136,sk,Zošalieť,"After a painful divorce, 50-year-old Nadia finally finds a good flat for reasonable price for her and her daughter. Too good to be true, and soon, albeit too late, she comes to understand the reason for the bargain. Her close neighbour in the house is mentally ill Valika who terrorises everyone around her. Piussi’s film creates a string of absurd encounters with increasingly menacing effects, but it is – at its core – a fantastically precise film about humanism, its consequences, its possible limits.",1.141,/dBZqFwIq2TTLhupafmo3MdXQ8MD.jpg,2023-04-06,The Unbalanced,False,0,0
False,,[35],1040580,de,Olaf Jagger,,1.767,/jfpXtCSYaGDgIu5DA8dAapsFUVS.jpg,2023-04-06,Olaf Jagger,False,4,1
False,/61kYPB1unITrhcstJGqsoUs5vWH.jpg,"[53, 28, 80]",1029178,zh,芽籠,"Lust, shame, passion, lies and violence - the lives of individuals intertwine in an unyielding web under the red lights of Geylang. A desperate doctor searching for an organ for his daughter, a tormented prostitute paying off her lover's debt, a social worker with political inclinations willing to cross the line, and a ruthless pimp with a dark secret. Nothing is quite what it seems as a long night awaits.",1.52,/oBSEr70ksiwaqPo61N0DiYhHS1J.jpg,2023-04-06,Geylang,False,0,0
False,,[99],1024150,es,L.C.D.B. - El documental,,0.919,/ybX2LM7lO4yBvg1riwjjLRITosE.jpg,2023-04-06,L.C.D.B. - El documental,False,2,1
False,/pwRTMbzr9D4hwMW9by5Ohif7t3F.jpg,"[10770, 35, 10749]",1019879,en,Stepping into Love,"When her art museum faces money problems, a conventional curator works with an avant garde artist to develop an unconventional exhibit. She learns to color outside the lines to save the museum and find love.",4.484,/ofZmHfrF7uQWrJ49vyGQqH5sQGZ.jpg,2023-04-06,Stepping into Love,False,0,0
False,/bw9KBm6U7CfSiVoGGr5ItwvZLBr.jpg,[35],1018941,it,Grosso guaio all'Esquilino - La leggenda del Kung Fu,"Davide is a shy and nerdy 13-year-old teenager who lives in Rome, in the Esquilino district, with his mum Asia. He spends his days with his friend Yang, constantly trying to escape from the school bully, Nadir, and dreaming of winning Jasmine's heart. Passionate about movies on martial arts, Davide tries to regain self-confidence when he meets Martino, a broke b-movie actor, pretending to be a kung fu master to make his living.",1.818,/zhugmiZd51SRaKGdc3mbqnS3Hoi.jpg,2023-04-06,Grosso guaio all'Esquilino - La leggenda del Kung Fu,False,5.3,16
False,/79skJYV9zNMYeJjnEyzZRJ5OmqV.jpg,"[28, 18, 53]",987865,ml,കൊറോണ പേപ്പേഴ്സ്,The cat and mouse chase between the police and thieves who looted a huge amount during the COVID-19 pandemic.,3.496,/aKZXVZxZlSs4i7HKaUxPlSwiyuF.jpg,2023-04-06,Corona Papers,False,0,0
False,,[],981364,ml,SECTION 306 IPC,,0.908,,2023-04-06,SECTION 306 IPC,False,0,0
False,/ipfFXtqUaEqAOEq6rYIS47Yrnfv.jpg,"[27, 18, 53]",977177,th,บ้านเช่า..บูชายัญ,A man becomes determined to protect his family from a dark cult whose members come in the guise of perfect tenants.,6.453,/n6vlQoNDhcyAbI7e3iJrbao5Ic2.jpg,2023-04-06,Home for Rent,False,6.4,5
False,/xU6cERT9H6BisXFPXsoq8u0mFKu.jpg,"[53, 27]",961422,en,Dinner,"Johnny is extremely nervous to meet his girlfriends parents for the first time. Once there, he realizes making a good first impression may be the least of his worries.",0.669,/e6VruFeSYxa97SojOPb09al5g1H.jpg,2023-04-06,Dinner,False,10,1
False,,[18],958254,hu,Háromezer számozott darab,"A theater director tries to put on a play with real underprivileged Roma people about their lives but, feeling advantage of, the actors leave the troupe to gain a new consciousness.",1.459,/wbOrfQynJh3ccSgJsrWidTvgWEW.jpg,2023-04-06,Three Thousand Numbered Pieces,False,0,0
False,/8cHTogUWQMalL4DZx3jaYxjegva.jpg,[53],931935,es,La extorsión,An experienced commercial pilot is forced to collaborate with his country's intelligence services to avoid being punished for a serious fault he committed on the job. He is quickly plunged into an underworld of intrigue and extortion that will put his life at risk and he will pay a very high price to escape from it.,41.09,/vgdoS9ZK46J8YwPjblMSdMK3QBn.jpg,2023-04-06,The Extortion,False,6.7,6
False,,[10749],931260,es,Nubes pasajeras,"""This narrative begins in an extraordinarily simple way. A camera, some friends, a whole day..."" A film about memory, love, the nouvelle vague and making movies with friends.",0.692,/q2Z2h3gKlbGIRbbq7XlEP09Fypz.jpg,2023-04-06,Drifting Clouds,False,0,0
False,/3aLhg9QKQxcGHN16GscK484EXjX.jpg,"[18, 10749]",900787,en,Kartu Pos Wini,"The story of Ruth Dewayani who is obsessed with working at the post office, and finding happiness and making use of it in the workplace. The post box for God made Ruth's life colorful.",1.606,/oHPn1kVq39Q1BpBs7HVUqe9ykMe.jpg,2023-04-06,Kartu Pos Wini,False,0,0
False,/ndrZYPNv0jKMCO9Ne98vfNxTzkW.jpg,[18],878375,en,On a Wing and a Prayer,"After their pilot dies unexpectedly mid-flight, passenger Doug White must safely land a plane and save his entire family from insurmountable danger.",54.733,/8GTJwaC2CeNa0Zg6QrPLwrfurpZ.jpg,2023-04-06,On a Wing and a Prayer,False,6.4,39
False,/rcOIIEoBTnKWR1BfJw9KbfaQCtl.jpg,"[18, 53]",870518,en,Sanctuary,"Confined to a claustrophobic hotel room, the heir to a hotel empire and the dominatrix who has primed him for success become locked in a battle of wits and wills as he tries to end his relationship with her.",30.693,/yGQAZupyZgT2ESbBSMZ9R0OBToo.jpg,2023-04-06,Sanctuary,False,6,1
False,/tTLnP51zJA0J1B4q2tXLVLVAMC2.jpg,[18],838303,ru,Наводнение,"During the swimming training camp, coach Sofia and her husband, coach Trofim, take their niece, an orphan, to raise. Anya shows hope, but does not talk after the death of her parents, which becomes the subject of harassment among other athletes. By standing up for Dima, one of the guys on the team, she gets her first real friend. In parallel, a chain of irreversible consequences begins, which can destroy the relationship of Trofim and Sophia.",1.527,/7TjOeLsSj8bufdtclz2kgX6elJu.jpg,2023-04-06,The Flood,False,0,0
False,/x3jQdV5GLs1HqyfhJMi8MQanyG6.jpg,"[35, 18]",821890,en,Paint,"Carl Nargle, Vermont’s #1 public television painter, is convinced he has it all: a signature perm, custom van, and fans hanging on his every stroke… until a younger, better artist steals everything (and everyone) Carl loves.",42.649,/jZ1PhCyXEySYR7f9q52KYb62Bwp.jpg,2023-04-06,Paint,False,6.3,20
False,/AsTOfA9KXaK9dv7vSFMlkzUuBia.jpg,"[18, 36, 10402]",812635,en,Chevalier,"The illegitimate son of an African slave and a French plantation owner, Bologne rises to improbable heights in French society as a celebrated violinist-composer and fencer, complete with an ill-fated love affair and a falling out with Marie Antoinette and her court. Inspired by the incredible true story of composer Joseph Bologne, Chevalier de Saint-Georges.",8.38,/4Hzh1wKPKSc4TBi7DaafNpyc44G.jpg,2023-04-06,Chevalier,False,6,6
False,/xehSOSk5c4xKXF3bKUL3rxS0vn5.jpg,[18],808960,ru,Прямой эфир,"Blogger-millionaire Egor, in pursuit of content, goes to the shooting of a test drive of a car in the Caucasus Mountains. Everything goes out of control at the moment when an employee of the auto company Alexander, who is helping Yegor, accidentally steps on a war mine, and Yegor decides to hyip on this. Now, when one is fighting for his own life, and the other for millions of views, everyone is for himself. But together they will have to make one common decision - whose death will we see on the air?",2.133,/9NXNX6p8bwO3On9Mz7ucfz6j3wI.jpg,2023-04-06,Live,False,0,0
False,/pDihgK7EGrSHZ4E5Wa8GkPaibXA.jpg,"[28, 80, 53, 9648]",605886,en,Misántropo,Baltimore. New Year's Eve. A talented but troubled police officer is recruited by the FBI's chief investigator to help profile and track down a mass murderer.,34.139,/m23ltq04OwldiYGmHX8gA4kCtoP.jpg,2023-04-06,To Catch a Killer,False,7.1,58
False,,[],1122808,fr,Mimi de Douarnenez,"Mimi has always lived in Douarnenez (Brittany), near her friends and her widowed father. She is a simple young woman who takes life as it comes, even if sometimes life puts obstacles in her way. She works at the cinema Le Club. She was not supposed to, but tonight she has to welcome a young depressive director Gaspard Kermarec. He happens to come from the same town as her, and his film happens to be as depressing as himself.",0.611,/vQsVRviNlpCIwmwHQUjGq5TEU6l.jpg,2023-04-05,Mimi from Douarnenez,False,0,0
False,,[99],1122042,ru,Заборы,"Fences are an integral part of Russian culture. They love 3-meter fences in dachas and private homes. City streets are dotted with fences, which often only interfere with normal movement around the city. They like to isolate themselves from the world with an iron curtain. The film is a visual reflection and an attempt to answer the question why life in Russia is surrounded by a fence.",0.656,/1Cu7tt0XFhUfDex6liQqZtSFQ2H.jpg,2023-04-05,Fences,False,2,1
False,,[99],1120068,ru,Причём здесь Америка?,"The film is about a premonition of an impending war and an attempt to change the situation in the characters' separate small space, whereas globally everything is already predetermined. The protagonist of the film, Liliya, who resides in Moscow, a mother of three children, shortly before the war organizes celebration for her children along with other children in her native village near the border with Ukraine. The celebration's events takes place as if in the USA.",0.6,/rZRNbwDDwR1Nweo1ynQh9bhkhvM.jpg,2023-04-05,What does America have to do with it?,False,0,0
False,,[80],1119353,en,Hussle Game,An Urban Basketball story that show two individuals stories as one is A basketball player hoping to go to college and one in the streets with no future,2.539,/qSpeS5Jq1Z6aebT3Kzc7VVZ9HXs.jpg,2023-04-05,Hussle Game,False,0,0
False,,"[99, 10402]",1119236,en,Ukraine: Nightlife in Resistance,"When Russia launched its full-scale invasion of Ukraine on February 24th, the thriving electronic scene changed forever. Overnight, producers, DJs, club owners, staff, promoters and curators became soldiers, refugees and volunteers. Such efforts swept through its venues, too. The country's dance floors were suddenly repurposed into medical training facilities and ammunition factories, coordination headquarters and volunteer centres.  Ukraine: Nightlife in Resistance delves into six individual perspectives from across its club scene, uncovering from their stories the true cost of war.",0.845,/rCJwrqxTXqaHpaOzLNGqVyZEq8l.jpg,2023-04-05,Ukraine: Nightlife in Resistance,False,0,0
False,,[],1114230,no,Terje Sporsem - Absolute Norsk,,0.6,,2023-04-05,Terje Sporsem - Absolute Norsk,False,0,0
False,/5D6Uy3YSodGqeYkA55Wb5xGmQQC.jpg,[27],1113574,tl,Death By Desire,"After being cast in a movie, a day laborer has to secretly shelter his lover on the set or else risk losing her and all that movie stardom has promised him.",6.438,/osOtXVoOcg14DLkCpDeG502kZJK.jpg,2023-04-05,Death By Desire,False,10,1
False,,[],1113340,en,Ryan Sickler: Lefty’s Son,"Comedian Ryan Sickler’s first stand up special, where he explores topics like dangerous Uber rides, the Weed vs Alcohol debate, and even sneaking into a mental hospital",0.6,/f3P0IfolKfzjKr8zLG8SUa8muhe.jpg,2023-04-05,Ryan Sickler: Lefty’s Son,False,0,0
False,,"[10752, 18]",1112906,en,World War 3 is Spiritual,"Amidst the chaos of World War 3, and the following climate crisis, a disillusioned aerial firefighter discovers that the key to ending World War III lies not in weapons, but in a higher consciousness.",0.612,/WgQiNFNPBDLUhJweAMeMmHSXFW.jpg,2023-04-05,World War 3 is Spiritual,False,0,0
False,/jGSMpmLxNRQRLFIeIQwMwC9ak0W.jpg,[27],1112592,ja,心霊曼邪羅39,Unexperienced absolute horror!! Psychic documentary approaching nightmare!!,0.6,/k6zXmCU6fkVHBG33S1cbAnocx3u.jpg,2023-04-05,Psychic Manjara 39,False,0,0
False,,[16],1111497,fr,Time,,0.617,,2023-04-05,Time,False,0,0
False,,[],1111495,fr,22h50,,0.6,,2023-04-05,22h50,False,0,0
False,/aVODhovwNdPUDvtHaZOIPjGUXWc.jpg,"[35, 27]",1111371,ms,Pontianak 100kg,"Tells the story of Melati (Aya Amiruddin), a beautiful girl who likes to eat. Melati was found dead in a state where she was starving because her mother had eaten her favorite food, which was Telur Ikang Parang.  Jasmine turns into a vampire who disturbs the villagers by eating the food they have. What's surprising, Melati became a 100KG vampire!  Although various efforts were made by the villagers led by Mr. Bayang (Kazar Saisi) to solve this issue, nothing worked and the vampires are still roaming and rampant in the village.",1.08,/k5SoO75feHyoRR7C9b33o26wYF7.jpg,2023-04-05,Pontianak 100kg,False,0,0
False,,[],1111325,fr,La marelle,,0.6,/pBXvjzcz06VbpCStksEdhbOiikA.jpg,2023-04-05,La marelle,False,0,0
False,,[],1111321,fr,Une petite faim,,0.6,,2023-04-05,Une petite faim,False,0,0
False,/mL66m2rwreoCrIFymAMwek6Fqwt.jpg,[27],1111181,xx,The Way I Move,A teenage girl lives a joyful life while something unusual slowly approaches her.,0.6,/AtwjZi5bcHd6Gig1MLicoiWhEYm.jpg,2023-04-05,The Way I Move,False,0,0
False,/tOCroAIf1iM37dIgyS7MFV2hphY.jpg,[99],1110068,fr,Les Virtuoses,,0.874,/p7Ed6AZhx5ayQ51KvQwlpq14xOY.jpg,2023-04-05,Les Virtuoses,False,0,0
False,/bhcSjJvQRtFIJyXJoDVZbUtccAH.jpg,[10402],1109957,fr,Le tango dans tous ses états,,0.6,/roCgEIWDabWvkSCqFtWyzYWFODA.jpg,2023-04-05,Le tango dans tous ses états,False,0,0
False,/nNj1b0uIGVKY3NtkJnvcrDjegxL.jpg,[99],1109651,en,Inside HMP Whitemoor: Evil Behind Bars,"Revealing life at 'Britain's Alcatraz', where many fearsome criminals are incarcerated.",2.889,/iR5MH03Td3ixI71So61xQ5FDeHH.jpg,2023-04-05,Inside HMP Whitemoor: Evil Behind Bars,False,0,0
False,/5cB42QEIp85Y8y3UewhKOwHhXME.jpg,"[99, 36]",1109589,fr,La vraie histoire des mousquetaires,,0.648,/n2QGXPeJem4OVyF829IOiTlk6td.jpg,2023-04-05,La vraie histoire des mousquetaires,False,9,1
False,/nDRtTdYd4DU3GhZFwJ2fjdIRhQF.jpg,[99],1109578,en,A Very British Cult,"Catrin Nye investigates a life coaching company that takes over your life. As the story hots up, they fight back, and there’s a surreal final showdown.",0.6,/xLs4LBtGhNhgp9kmBQ8YV2l19Gz.jpg,2023-04-05,A Very British Cult,False,0,0
False,/8OIo3hqu7zMkPgp4poRE8eJxuYu.jpg,[28],1109514,en,Carlos Sanchez vs. Alexander Duran,"Sanchez is eager to prove he is one of the top fighters at 140 pounds, but must first get by unbeaten southpaw in Alexander Duran.",0.6,/waT2MECjAzLR8gtj1VvKRI2QkNU.jpg,2023-04-05,Carlos Sanchez vs. Alexander Duran,True,0,0
False,/r2tRkYPvu7oHcZansHomXAbZgXU.jpg,[10770],1109473,ar,آخر كلام,,0.825,/6ItefGM3y7WCGrOcx5xWQolRHfy.jpg,2023-04-05,آخر كلام,False,0,0
False,,[16],1109358,en,Running Out of Saturday Nights,"As you get older, time goes by faster.",0.617,/mevU8xK3D5E7923e2uH5kJtvmTJ.jpg,2023-04-05,Running Out of Saturday Nights,False,0,0
False,,[35],1109324,en,Big Jay Oakerson: DOG BELLY,"I think this is tacky as hell, but King Jew Ari said I HAVE to:  These self produced specials are a financial experiment. If I can make my money back, the experiment worked and I can do it again for my next special. I get that not everybody’s in the same financial boat. So give me whatever you think this special is worth to you. Some of you are going to be able to afford 20 or 50 bucks. Others can only afford a dollar. If all of you gave just that 1 dollar in the Super Thanks, this will totally work. And if I make any extra I can finally afford the fingers for these gloves that I’ve wanted since I was a little boy.",1.198,/edeY1aWq4sc1ig5luXiwTkLa4fM.jpg,2023-04-05,Big Jay Oakerson: DOG BELLY,False,8,1
False,/mjYU1YTN1GCNggrPn2gWr7sVzgq.jpg,[28],1109157,zh,幽灵狙击手,,3.29,/9ep5tryXLa7ThcLrrBG4IHVj7q4.jpg,2023-04-05,Ghost Sniper,False,4,1
False,/bD85QLUcXjff7JB3665IpYYY4XV.jpg,"[10402, 16]",1109135,en,AREA21: Live on Planet Earth,"After gracing earth with a streak of releases that ultimately led to their debut Greatest Hits Vol. 1 album, it is time for the first full live performance of AREA21. Creating live renditions of their songs with a full band, including Martin Garrix on guitar, this 46-minute special will also dive into the true story behind AREA21’s journey here.",1.56,/cUBNMAID4DcOod4DAoj42gIof1z.jpg,2023-04-05,AREA21: Live on Planet Earth,False,2,1
False,,[],1108036,en,My Home in August of 2022.,A rainy day.  Shot on Hi8 tape.,0.6,/ueGkkrw818y1JblcYhPFxN0sM7W.jpg,2023-04-05,My Home in August of 2022.,False,0,0
False,,[],1108034,en,A Walk With You,"Shot on Hi8 tape in Athens, GA.",0.6,/rNaT13KIzXhOlaVRL1pgd2FualN.jpg,2023-04-05,A Walk With You,False,0,0
False,,[99],1106900,en,My Home Virginia,"Trevor Frost, a Virginia native, is a photographer and filmmaker who travels the world, capturing the untamed beauty of wildlife and the remote landscapes they inhabit. His adventurous spirit has led him to the most untouched corners of the globe, from South American rainforests to the African Serengeti, but his love for Virginia always draws him back to rediscover the unique beauty of the place he calls home.",0.6,/qWdPIJt34P2ynEEWETLgIZK6EHN.jpg,2023-04-05,My Home Virginia,False,0,0
False,,[],1101770,fr,Coeur béton,"In a suburb of Paris, Kenza, an introverted and secretive teenager, takes part in the rap workshop of Oréade, a young lesbian rapper whom she admires and whose friends make fun of her. Blocked by her shyness, she gradually reveals her talent as a rapper and awakens her desires through contact with Oréade.",0.616,/vQ60GwDZF1eJkZStSSEdfQdl5E.jpg,2023-04-05,Coeur béton,False,0,0
False,/ezfFrZnjhasblvb9SeaMXuhzxL1.jpg,[18],1100909,ko,불멸의 여자,,0.906,/6qT5B0A7AT2RWONyKLxpxOt4OaV.jpg,2023-04-05,Immortal Woman,False,5,1
False,,[],1098289,en,I Did Not Wake Up Dead Today,,1.375,/lszMsezZcjdTHjKvzvYPmiYalX0.jpg,2023-04-05,I Did Not Wake Up Dead Today,False,0,0
False,/jwkappl2YX1KKbBR5QK8yVMj5xp.jpg,"[99, 10402]",1098164,en,Lewis Capaldi: How I'm Feeling Now,"An intimate, all-access documentary that will chronicle Lewis Capaldi's journey from a scrappy teen with a viral performance to a Grammy-nominated pop star.",6.777,/djaZtmMiKFp8zaclEaAyD8vHcvx.jpg,2023-04-05,Lewis Capaldi: How I'm Feeling Now,False,7.4,27
False,,[10751],1094562,fr,Princes et princesses : le spectacle au cinéma,"A journey through an imaginary world, filled with poetry. Four marvelous stories where fairies, queens, princes and princesses meet.",0.6,/9JoA88xPBHvWJghXYTPY3wxfqmN.jpg,2023-04-05,Princes et princesses : le spectacle au cinéma,False,0,0
False,,"[16, 10751]",1094505,fr,Le Petit hérisson dans la brume et autres merveilles,,0.868,/AlN3VgMQYqVW2QjZ7GWGAggusqm.jpg,2023-04-05,Le Petit hérisson dans la brume et autres merveilles,False,0,0
False,,"[16, 10751]",1094497,fr,À Vol d’oiseaux,,0.83,/tVfPC91gkSJsProFi8K53bFoDan.jpg,2023-04-05,À Vol d’oiseaux,False,0,0
False,/uXADu1mfgTwNkBjgtDkLQRt5N8a.jpg,[99],1094266,es,Amén: Francisco responde,"Ten young people from all over the world meet in Rome with Pope Francis with the aim of talking and conveying to him the main concerns of their generation. What awaits them is an unprecedented meeting, a face-to-face conversation, and a unique event.",48.607,/dqyzHNor7wEYhWRzVRrEuvqbCkU.jpg,2023-04-05,The Pope: Answers,False,7.7,26
False,/hEh9plWH6k5KkUiaussRYkepYLt.jpg,"[27, 53]",1093787,pt,Sinápticas,,0.83,/zpTPyNhisKeWNBBR1fQ9KDtArjV.jpg,2023-04-05,Sinápticas,False,0,0
False,,[35],1051800,es,De Caperucita a loba,"A wolf is a little hood that has learned to laugh at herself. And that is the greatest superpower that exists because when we convert to humor there is nothing that can harm us. A story that shows us that we are all pathetic in love but that learning to laugh at it automatically turns drama into comedy. And therefore Little Red Riding Hood as a wolf. The conversion process of Marta, our protagonist, will take her several years and several ""uncles"", from when she decides to become a wolf until she achieves it, because she will have to learn that laughter is not reached by avoiding the forest of drama but by going through it until the bottom. Submitting to the ""oyster-essay"" method, he will go through a lot of pathetic situations until he learns to abandon self-deception and face reality, discovering that laughter springs from drama and laughter springs... power.",2.317,/aRjnDNgqdz04oLF7bo55d8O2DGq.jpg,2023-04-05,De Caperucita a loba,False,2,1
False,/oznuy93KQxXy3Osnj7kEo1nm9tL.jpg,[18],1036485,es,Las buenas costumbres,"Valeria (17) is an introverted teenager who likes to dance alone. Her parents take her to the family farmhouse to celebrate her grandparents’ golden wedding. In this place she meets her cousin Sol (16), whom she had not seen for years. Valeria and Sol share the same room for a week in which Valeria must face her sexual awakening amid the repression of her parents and she will discover a dark secret that her family hides in those lands.",0.6,/3Ce1wnpAeTKh7vOsF8PnHItCb8R.jpg,2023-04-05,The Good Manners,False,0,0
False,,[],1027813,or,ଏଇ ଆକାଶ ତଳେ,Slated for release in 2023,0.6,/z60lNoTQxtOUNJuk3ZEbNfD508q.jpg,2023-04-05,Ae Akasha Tale,False,0,0
False,/dtbk2TvUfFTIah26iC4ZrAxzuxs.jpg,[99],1013744,ko,장기자랑,"Middle-aged women start acting and launch a drama club. However, nothing big or small goes right. But they never give up the play.",0.877,/zzoi4Q0VEBUUD52wdOdxG0cft7B.jpg,2023-04-05,The Talent Show,False,0,0
False,,"[12, 10751]",977337,fr,"Mon chat et moi, la grande aventure de Rroû",The story of a lively and curious kitten who is bored in his life as a domestic cat in Paris. His fate changes when ten-year-old Clémence takes him to her country house at the heart of the Vosges. Thus begins an extraordinary adventure through the wilderness for Clémence and Rroû...,2.329,/n0Um1wr9qGCghSIX0wvsmZoW40u.jpg,2023-04-05,A Cat's Life,False,5,2
False,/aT3sRVqgpkyCo23fp9myVfKPWbA.jpg,"[18, 36]",964980,en,Air,Discover the game-changing partnership between a then undiscovered Michael Jordan and Nike's fledgling basketball division which revolutionized the world of sports and culture with the Air Jordan brand.,324.874,/76AKQPdH3M8cvsFR9K8JsOzVlY5.jpg,2023-04-05,Air,False,7.6,399
False,/dFnyWkgjSpKtcjlcuCRpn3M4v0B.jpg,"[18, 35]",964917,fr,Normale,"14-year-old Lucie is a resourceful teenager who takes care of her loving yet unreliable father, William, who has multiple sclerosis. Whilst William hangs out in his wardrobe and devises pranks and jokes to make his daughter smile, Lucie tries her best at school while juggling a job in a sandwich shop and all the chores at home.  Her vividly imaginative mind and the novel she is writing are her only distractions. But when a social worker is appointed to visit them, Lucie and William elaborate a complex plan to make social services believe they live a perfectly normal life.",1.213,/79Jz4skl9ZACDe6dH9tHDUXoKgY.jpg,2023-04-05,Normal,False,7.3,6
False,,[],961175,es,The Journey Home,lights like angels the dirt is my reckoning ghosts in the ground there are ghosts in the ground I’ve made a return embracing the earth hugging the spirits in the soil I know my mother this isn’t a tunnel it’s just a journey home it’s only a journey home,0.6,/bsm2LJkaLmqyul0HIaox5fGnsgV.jpg,2023-04-05,The Journey Home,False,0,0
False,/4F2sgLPJX3cwFqVvoEVKkMGo3a6.jpg,"[18, 10749]",960292,fr,À mon seul désir,"You have never been to a strip-club. But you have been willing to... at least once...You didn’t dare, that’s all. This film tells the story of someone who dared.",3.002,/A2nHPSdPlXoKC7s3RBfCGpDiSh7.jpg,2023-04-05,My Sole Desire,False,8,3
False,,[18],958155,fr,Juniors,"Jordan, Nabil and Patrick, three teenagers and best friends in the world, decide to simulate cancer on the Internet and set up an online fund. Cut off from the world in their small isolated village, they are convinced that this virtual lie will never catch up with them.",1.133,,2023-04-05,Juniors,False,0,0
False,/oxyHHQsPPthrZBugKNqUu6oi5WV.jpg,"[18, 10749, 36]",957607,fr,C'est mon homme,"1916. Julien Delaunay is reported missing in action during the Great War. His wife, Julie, refuses to believe he is dead. 1919. When a photo of an amnesic drifter appears in the press, Julie immediately recognizes him as her beloved husband. They are reunited and, little by little, she helps him to fall in love with her again. Until another woman claims to be the man’s real wife…",2.164,/jhb5cjOyaqmElOWxsqBrdl27SSV.jpg,2023-04-05,Loving Memories,False,5.7,11
False,,[99],940385,fr,Relaxe,"Manon has been a defendant in the Tarnac case for ten years, accused with eight other people of participating in a terrorist undertaking while sabotaging high-speed lines in France. As their trial approaches, I’m taking my camera to join the group of women who helps Manon preparing her defense.",0.866,/4tkoFJksywVope4eEijAFuFpXqI.jpg,2023-04-05,Acquittal,False,6,1
