adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count
False,,[18],1102880,ko,열쇠의모든 것,"Min-young can't open the door because she left her office key at home. Eventually, he calls Daenyeong, the repair man of the key house across from the office, and opens the door.",0.6,/rau62MuUnvnf81oxRF0txP6Agi2.jpg,2022-08-24,Everything of Key,False,0,0
False,/rdqktq7DCZFn0AD9KeICfyKuG0P.jpg,"[18, 14, 9648]",1102843,es,Cuento de Primavera-A Spring Tale,,13.138,/eUHEUEMlk6O0QusTAUji8zq3mwQ.jpg,2022-12-20,Cuento de Primavera-A Spring Tale,False,8.1,7
False,,"[12, 14]",1102820,de,Sommer '94,,0.657,/120s1Gr6a5bnERpYLQ8rnW414NU.jpg,2022-08-05,Sommer '94,False,0,0
False,/3F1Gm5PcYaAFO30kdYEMRNHI5VI.jpg,"[35, 99, 9648, 80]",1102793,en,Sclerosis,The cast and crew of a movie set review their time working with each other,0.6,/df8uMgdd2jryX9yk4P7Y9nTGgNa.jpg,2022-11-16,Sclerosis,False,10,1
False,,[99],1102729,en,10 Missed Calls,"Coline's long-distance lover, Naoto, has been sending weekly recordings of himself from his room in Tokyo in the hopes of making a film together and receiving video responses in return.",0.6,,2022-11-21,10 Missed Calls,False,0,0
False,,"[18, 36]",1102716,ro,Experimentul Pitești,"The life story of Herman, a promising young man who under extreme circumstances changed into Romania's most effective torture machine in the infamous Pitesti Experiment during the Communist Regime",0.6,/eiagf2aZZfKVd2ShJZNUFZZmOpI.jpg,2022-03-09,The Pitești Experiment,False,0,0
False,/bEvcKENIXyEZn80jPSsJ0GOIYsz.jpg,[18],1102697,en,Something’s Wrong With Isaac Lloyd,A troubled teen struggles to find himself and turns to violence in order to escape his own dark reality.,0.6,/z4mC7QQHD7MIBqNUV0cb2wRMaIt.jpg,2022-04-12,Something’s Wrong With Isaac Lloyd,False,0,0
False,,[],1102658,en,"8 yams, 8 small yams, 8 eggs, a cow and a cockerel","8 yams, 8 small yams, 8 eggs, a cow and a cockerel. 2021. Great Britain. Directed by Onyeka Igwe. 4 min.",0.6,/fEFwK4BsuQi5UCy3P6JeoTpvoJb.jpg,2022-08-31,"8 yams, 8 small yams, 8 eggs, a cow and a cockerel",False,0,0
False,/8RD2ngwXRbLb0QB8yMVvw7Y6vBO.jpg,"[18, 10751]",1102633,pt,Amoreiras,It’s the summer of 2004. Three boys play ball in a parking lot. Two brothers interfere with the game. One ball.,0.6,/sgZI4glkiBfJb6oNN4pbtIqRsy5.jpg,2022-10-02,Mulberryhood,False,0,0
False,,[],1102606,sv,Afodill,,0.6,/lUQ1p5p0BSLa8U05pyP3sbF1XJI.jpg,2022-06-03,Afodill,False,0,0
